,location,bath,balcony,price,BuiltUp_Area,Plot_Area,Carpet_Area,BedRoom,With_Hall_Kitchen,Final_sqft
415,Amco Colony,3,2,88.0,1,0,0,3,1,1760.0
416,Billekahalli,2,2,62.0,1,0,0,2,1,1125.0
417,Nagarbhavi,3,2,150.0,0,1,0,3,0,1350.0
418,Anandapura,2,1,55.0,0,1,0,2,0,1000.0
419,Bommasandra Industrial Area,2,2,31.48,1,0,0,2,1,1090.0
420,TC Palaya,2,0,60.0,0,1,0,2,0,1200.0
421,Budigere,4,2,103.0,1,0,0,3,1,1991.0
422,Bommasandra,2,1,26.5,1,0,0,2,1,1060.0
423,Ambalipura,2,1,75.0,1,0,0,2,1,1105.0
424,Hoodi,2,2,67.0,1,0,0,2,1,985.0
425,Chandapura,5,3,85.0,0,1,0,6,0,1533.0
426,Balagere,3,2,79.0,1,0,0,3,1,1590.0
427,CV Raman Nagar,2,2,55.0,1,0,0,2,1,1120.0
428,Samethanahalli,2,1,55.0,1,0,0,2,1,1069.0
429,Marathahalli,3,2,140.0,1,0,0,3,1,1933.0
430,Hosur Road,2,0,69.0,1,0,0,2,1,1194.0
431,Brookefield,2,3,69.0,1,0,0,2,1,1150.0
432,Yelenahalli,2,2,47.12,1,0,0,2,1,1240.0
433,Raja Rajeshwari Nagar,2,2,48.1,1,0,0,2,1,1419.0
434,7th Phase JP Nagar,8,0,250.0,0,1,0,8,0,1200.0
435,Richmond Town,4,0,240.0,1,0,0,3,1,2150.0
436,Suddaguntepalya,3,2,55.0,1,0,0,3,1,1450.0
437,Udayapur Village,3,2,68.29,1,0,0,3,1,1630.0
438,Dasanapura,1,1,40.0,1,0,0,2,1,708.0
439,Kasavanhalli,4,3,110.0,0,1,0,3,0,1000.0
440,Whitefield,4,3,700.0,0,1,0,4,0,11890.0
441,Bellandur,2,1,76.0,1,0,0,2,1,1250.0
442,7th Phase JP Nagar,2,1,95.0,1,0,0,3,1,1400.0
443,Sarjapur  Road,2,3,57.0,1,0,0,3,1,1670.0
444,Ardendale,3,2,100.0,1,0,0,3,1,1750.0
445,Vittasandra,2,1,71.0,1,0,0,2,1,1404.0
446,Hoodi,2,2,95.0,1,0,0,3,1,1715.0
447,Electronic City,1,1,34.65,1,0,0,1,1,630.0
448,Harlur,3,2,135.0,1,0,0,3,1,1752.12
449,Hulimavu,3,2,78.0,1,0,0,3,1,1650.0
450,Raja Rajeshwari Nagar,2,1,55.47,1,0,0,2,1,1295.0
451,Giri Nagar,3,2,252.0,0,1,0,3,0,1800.0
452,Sarjapur  Road,2,1,74.03,1,0,0,2,1,1346.0
453,Thippasandra,4,2,200.0,0,1,0,4,0,1200.0
454,Hormavu,2,2,55.0,1,0,0,2,1,1150.0
455,Chikkabidarakallu,4,3,325.0,1,0,0,4,0,3309.0
456,Chandapura,2,2,30.35,1,0,0,3,1,1190.0
457,AECS Layout,3,2,98.0,1,0,0,3,1,1620.0
458,Marathahalli,2,1,46.96,1,0,0,2,1,950.0
459,1 Giri Nagar,9,3,360.0,1,0,0,11,1,5000.0
460,Harlur,3,0,120.0,1,0,0,3,1,2450.0
461,Electronic City Phase II,2,1,35.23,1,0,0,3,1,1220.0
462,Hoysalanagar,2,1,30.0,1,0,0,2,1,850.0
463,Padmanabhanagar,2,2,63.0,1,0,0,2,1,1020.0
464,Chikkalasandra,2,2,50.0,1,0,0,2,1,1100.0
465,Defence Colony,2,2,126.0,1,0,0,2,1,1150.0
466,Hebbal,2,2,130.0,1,0,0,3,1,1760.0
467,Ambalipura,3,3,110.0,1,0,0,3,1,1800.0
468,Akshaya Nagar,2,1,54.0,1,0,0,2,1,1070.0
469,2nd Stage Nagarbhavi,4,2,220.0,0,1,0,4,0,1500.0
470,Vidyaranyapura,2,0,95.0,0,1,0,2,0,1440.0
471,Amruthahalli,2,1,40.0,1,0,0,2,1,900.0
472,ITI Employees Layout,4,1,230.0,1,0,0,4,1,1200.0
473,Whitefield,2,1,42.16,1,0,0,2,1,1130.0
474,Koramangala,2,1,165.0,1,0,0,2,1,1320.0
475,Kodigehalli,2,1,98.0,1,0,0,2,1,1270.0
476,Patelappa Layout,2,1,62.0,1,0,0,2,1,1200.0
477,Ring Road Nagarbhavi,4,0,235.0,1,0,0,4,1,4800.0
478,NS Palya,2,1,74.0,1,0,0,2,1,1200.0
479,Subramanyapura,2,0,50.17,1,0,0,2,1,929.0
480,RMV 2nd Stage,4,2,260.0,1,0,0,4,1,1150.0
481,Basavangudi,4,3,180.0,0,1,0,4,0,1125.0
482,Kenchenahalli,3,2,65.0,0,1,0,5,0,500.0
483,3rd Block Hrbr Layout,5,2,190.0,0,1,0,5,0,1200.0
484,KUDLU MAIN ROAD,3,2,56.0,1,0,0,3,1,1464.0
485,7th Phase JP Nagar,4,3,400.0,1,0,0,4,1,3600.0
486,Bank Avenue,4,2,99.0,0,1,0,4,0,2000.0
487,Chikkalasandra,2,1,49.0,1,0,0,2,1,1208.0
488,Hebbal Kempapura,2,2,60.0,1,0,0,2,1,1130.0
489,Surabhi Layout,3,2,120.0,1,0,0,3,1,1753.0
490,Old Madras Road,7,3,337.0,1,0,0,5,1,4500.0
491,Banjara Layout,3,2,58.0,0,1,0,3,0,600.0
492,Hoodi,2,2,94.42,1,0,0,2,1,1196.0
493,5th Phase JP Nagar,3,3,52.5,1,0,0,2,1,1150.0
494,Electronic City,2,1,63.0,1,0,0,2,1,1128.0
495,Omkar Nagar,2,1,53.0,1,0,0,2,1,1000.0
496,Yelahanka,2,1,45.0,1,0,0,2,1,1035.0
497,Kereguddadahalli,2,1,32.0,1,0,0,2,1,950.0
498,Bisuvanahalli,2,1,36.0,1,0,0,3,1,1075.0
499,Whitefield,2,1,48.5,1,0,0,2,1,1040.0
500,Maragondanahalli,2,1,45.0,0,1,0,2,0,720.0
501,Lingadheeranahalli,3,1,95.0,1,0,0,3,1,1511.0
502,Silk Board,3,1,58.0,1,0,0,3,1,1300.0
503,Hoodi,3,1,68.75,1,0,0,3,1,1545.0
504,Shampura,2,0,26.0,1,0,0,1,1,375.0
505,Vidyaranyapura,2,3,38.0,1,0,0,2,1,1062.0
506,Kada Agrahara,2,1,40.0,1,0,0,2,1,1115.0
507,JP Nagar,2,1,35.0,1,0,0,2,1,1000.0
508,Kambipura,2,1,45.0,1,0,0,2,1,883.0
509,Sarjapur  Road,2,1,70.0,1,0,0,2,1,1195.0
510,BHEL Layout,3,1,165.0,0,1,0,4,0,1200.0
511,Medahalli,1,0,41.0,1,0,0,1,0,700.0
512,Vittasandra,2,1,67.0,1,0,0,2,1,1246.0
513,8th Phase JP Nagar,4,2,90.0,0,1,0,4,0,660.0
514,Banashankari Stage III,4,2,145.0,0,1,0,4,0,8500.0
515,Kashi Nagar,4,1,80.0,1,0,0,4,1,1600.0
516,Haralur Road,5,3,154.0,1,0,0,4,1,2805.0
517,Begur Road,3,0,65.0,1,0,0,3,1,1584.0
518,Sector 7 HSR Layout,5,1,275.0,0,1,0,4,0,3000.0
519,Hosur Road,2,2,48.0,1,0,0,3,1,1175.0
520,"Yemlur, Old Airport Road, ",3,2,115.0,1,0,0,3,1,1595.0
521,VHBCS Layout,2,2,110.0,1,0,0,2,1,1353.0
522,Electronic City,3,2,125.0,1,0,0,3,1,1599.0
523,Whitefield,2,1,70.0,1,0,0,2,1,1150.0
524,Jakkur,6,1,465.0,1,0,0,4,1,5230.0
525,KR Puram,2,2,42.74,1,0,0,2,1,1155.0
526,Ittamadu,2,0,85.0,1,0,0,1,1,1200.0
527,Electronic City Phase II,2,1,25.0,1,0,0,2,1,1000.0
528,Thanisandra,4,0,120.0,1,0,0,4,1,3000.0
529,Rajiv Nagar,3,1,160.0,1,0,0,3,1,1867.0
530,Ramagondanahalli,2,1,47.0,1,0,0,2,1,1251.0
531,Gattahalli,2,1,45.5,1,0,0,2,1,1028.0
532,Arekere,2,2,45.0,1,0,0,2,1,1222.0
533,Bannerghatta Road,2,1,66.0,1,0,0,3,1,1170.0
534,Hebbal,4,1,245.0,1,0,0,3,1,2400.0
535,Ramanjaneyanagar,2,2,48.48,1,0,0,3,1,1385.0
536,HSR Layout,2,1,68.0,1,0,0,2,1,1372.0
537,Magadi Road,2,2,49.0,1,0,0,3,1,1282.0
538,Mico Layout,9,3,210.0,1,0,0,9,1,5000.0
539,7th Block Jayanagar,3,1,528.0,1,0,0,5,0,3000.0
540,Kanakpura Road,2,1,39.73,1,0,0,2,1,1135.0
541,Whitefield,3,2,101.0,1,0,0,3,1,1768.0
542,Byatarayanapura,2,1,90.0,1,0,0,3,1,1325.0
543,Electronic City,3,2,99.0,1,0,0,3,1,1599.0
544,Whitefield,3,1,61.95,0,1,0,3,0,1500.0
545,2nd Phase JP Nagar,3,0,499.0,0,1,0,3,0,2610.0
546,Uttarahalli,2,2,63.0,1,0,0,2,1,1286.0
547,Kammanahalli,5,1,140.0,1,0,0,5,1,2845.0
548,K G Colony,2,0,50.0,1,0,0,3,1,1600.0
549,Hennur Road,2,0,63.77,1,0,0,2,1,1317.5
550,Hebbal,5,2,260.0,1,0,0,3,1,3450.0
551,Munnekollal,2,2,53.67,1,0,0,2,1,1102.0
552,Yelahanka,2,2,54.0,1,0,0,2,1,1350.0
553,Banashankari,2,2,42.0,1,0,0,3,1,1200.0
554,Hosa Road,6,0,145.0,0,1,0,6,0,1300.0
555,Herohalli,1,1,80.0,0,1,0,2,0,1800.0
556,Chikkabanavar,2,1,40.0,1,0,0,2,1,950.0
557,Kanakpura Road,1,1,27.25,1,0,0,1,1,525.0
558,Attibele,2,1,25.0,1,0,0,2,1,656.0
559,Marathahalli,4,3,175.0,0,1,0,4,0,1780.0
560,3rd Block Hrbr Layout,2,1,80.0,1,0,0,2,1,1056.0
561,Bannerghatta Road,1,1,33.32,1,0,0,1,1,595.0
562,Ittamadu,2,2,50.0,1,0,0,2,1,1080.0
563,7th Phase JP Nagar,3,1,160.0,1,0,0,3,1,2225.0
564,Bommasandra,2,1,28.15,1,0,0,2,1,1126.0
565,Electronics City Phase 1,3,1,84.0,1,0,0,3,1,1490.0
566,HRBR Layout,4,1,300.0,0,1,0,4,0,2000.0
567,Sarjapur  Road,3,3,100.0,1,0,0,3,1,1550.0
569,Ashwini layout,2,1,55.0,1,0,0,2,1,1160.0
570,Whitefield,4,3,315.0,1,0,0,4,0,4144.0
571,Sarjapur  Road,3,2,125.0,1,0,0,3,1,2100.0
572,Vittasandra,2,1,69.3,1,0,0,2,1,1404.0
573,Sarjapur  Road,4,3,225.0,0,1,0,4,0,2230.0
574,Marathalli bridge,3,0,120.0,1,0,0,3,1,1544.0
575,Banashankari Stage III,2,1,58.7,1,0,0,3,1,1305.0
576,Marathahalli,2,2,80.0,1,0,0,2,1,1230.0
577,T.C PALYA,2,0,65.0,0,1,0,2,0,1200.0
578,Harlur,3,1,73.0,1,0,0,3,1,1460.0
580,Gottigere,2,3,45.0,1,0,0,2,1,967.0
581,Byatarayanapura,1,1,36.0,1,0,0,1,0,540.0
582,Hormavu,1,2,46.0,1,0,0,1,1,715.0
583,Whitefield,3,2,313.0,1,0,0,3,1,2500.0
584,Dooravani Nagar,3,1,180.0,1,0,0,3,1,1578.0
585,Mysore Road,2,1,48.95,1,0,0,2,1,1020.0
586,Jigani,2,1,40.0,1,0,0,2,1,1020.0
587,Koramangala,2,1,102.0,1,0,0,2,1,1253.0
588,JCR Layout,2,2,42.0,1,0,0,2,1,1180.0
589,Nehru Nagar,2,2,38.0,1,0,0,2,1,961.0
590,Kanakapura,3,3,75.0,1,0,0,3,1,1419.0
591,Harlur,3,2,150.0,1,0,0,3,1,1709.0
592,Papareddipalya,2,0,115.0,0,1,0,2,0,1600.0
593,Venkatapura,1,1,18.5,1,0,0,1,1,416.0
594,Sanjay nagar,2,2,98.0,0,0,1,2,1,1100.0
595,HSR Layout,2,1,65.0,1,0,0,3,1,1430.0
596,Sneha Colony,2,2,45.0,1,0,0,2,1,1260.0
597,RMV Extension,3,2,85.0,1,0,0,3,1,1630.0
598,Sarjapur  Road,3,2,44.71,1,0,0,3,1,1249.0
599,Kalena Agrahara,2,3,85.0,1,0,0,3,1,1450.0
600,Konanakunte,3,1,223.0,1,0,0,3,1,2791.0
601,Hosapalya,1,0,90.0,1,0,0,1,1,600.0
602,Ashwini layout,1,1,60.0,1,0,0,1,1,834.0
603,Doddagubbi,4,1,70.0,0,1,0,3,0,1125.0
604,Arekere,3,2,140.0,1,0,0,3,1,2060.0
605,Malleshwaram,7,3,2200.0,1,0,0,7,1,12000.0
606,Gottigere,2,1,25.0,1,0,0,2,1,891.0
607,Raja Rajeshwari Nagar,2,1,49.07,1,0,0,2,1,1133.0
608,Bisuvanahalli,2,1,37.0,1,0,0,3,1,1075.0
609,Sector 6 HSR Layout,5,2,260.0,1,0,0,4,1,3000.0
610,Brookefield,5,2,425.0,0,1,0,4,0,2440.0
611,Vidyaranyapura,2,2,55.0,1,0,0,2,1,1200.0
612,Thanisandra,2,2,45.8,1,0,0,2,1,1075.0
613,Kaggadasapura,2,2,40.0,1,0,0,2,1,1140.0
614,Margondanahalli,4,2,150.0,0,1,0,5,0,940.0
615,ITI Layout,5,1,250.0,0,1,0,6,0,2160.0
616,Raja Rajeshwari Nagar,2,1,42.0,1,0,0,2,1,1090.0
617,R.T. Nagar,4,1,70.0,1,0,0,4,0,1500.0
618,Whitefield,4,2,360.0,1,0,0,4,1,4104.0
619,Whitefield,3,0,100.0,1,0,0,3,1,1790.0
620,Hebbal,3,2,134.0,1,0,0,3,1,1920.0
621,HRBR Layout,2,2,95.0,1,0,0,2,1,1374.0
622,Bannerghatta Road,3,2,95.0,0,0,1,3,1,1445.0
623,Kanakapura,1,1,36.0,1,0,0,1,1,711.0
624,Tumkur Road,3,3,95.0,1,0,0,3,1,1500.0
625,Whitefield,3,3,100.0,1,0,0,3,1,1720.0
626,Vasanthapura,3,2,60.0,1,0,0,3,1,1400.0
627,Kundalahalli,2,2,49.0,1,0,0,2,1,1030.0
628,Mysore Road,2,1,85.0,1,0,0,2,1,1200.0
629,Hosahalli,3,2,70.0,0,0,1,3,1,1375.0
630,Hegde Nagar,1,0,56.0,0,1,0,2,0,1050.0
631,Jalahalli,3,2,160.0,1,0,0,3,1,2250.0
632,Bellandur,2,2,50.0,1,0,0,2,1,1000.0
633,Jalahalli West,1,0,25.0,1,0,0,1,1,469.0
634,Marathahalli,4,3,250.0,1,0,0,4,1,3800.0
635,Kambipura,2,1,29.0,1,0,0,2,1,883.0
636,GM Palaya,2,3,86.0,1,0,0,3,1,1820.0
637,Singasandra,2,3,65.0,1,0,0,3,1,1440.0
638,near Ramanashree California resort,4,1,160.0,1,0,0,6,1,3600.0
639,Malleshwaram,5,2,325.0,1,0,0,4,1,2500.0
640,Mahadevpura,2,2,48.0,1,0,0,2,1,1225.0
641,"6th block banashankari 3rd stage, 100 feet ORR",3,1,660.0,0,1,0,3,0,4000.0
642,Chikkalasandra,2,3,52.8,0,0,1,2,1,875.0
643,Jalahalli East,1,2,40.0,1,0,0,1,1,750.0
644,6th Phase JP Nagar,2,3,80.0,1,0,0,2,1,1180.0
645,Haralur Road,2,2,47.0,1,0,0,2,1,1194.0
646,Hennur Road,2,2,62.0,1,0,0,3,1,1500.0
647,Poornapragna Housing Society Layout,2,2,52.2,1,0,0,2,1,1160.0
648,Arekere,9,0,265.0,1,0,0,9,0,1123031.25
649,Hosakerehalli,3,1,262.0,1,0,0,3,1,2378.0
650,Sarjapur,2,1,60.0,1,0,0,2,1,1128.0
651,Hebbal,3,1,150.0,1,0,0,3,1,1500.0
652,Huskur,2,1,35.23,1,0,0,3,1,1220.0
653,Sarjapur  Road,2,2,58.0,1,0,0,2,1,1210.0
654,Kanakpura Road,2,1,58.0,1,0,0,3,1,1100.0
655,Bommasandra,3,2,46.0,1,0,0,3,1,1200.0
656,Haralur Road,5,0,260.0,1,0,0,4,1,3385.0
657,Nagondanahalli,3,2,66.0,1,0,0,3,1,1641.0
658,Horamavu Agara,2,1,45.0,1,0,0,2,1,1200.0
659,Raja Rajeshwari Nagar,2,1,67.39,1,0,0,2,1,1260.0
660,Mahadevpura,3,3,78.0,1,0,0,3,1,1720.0
661,Yelahanka,2,0,48.13,1,0,0,2,1,1132.5
662,Yelahanka,2,1,45.98,1,0,0,2,1,1210.0
663,Indira Nagar,4,2,200.0,1,0,0,4,0,2200.0
664,Bisuvanahalli,2,1,45.0,1,0,0,3,1,1075.0
665,Thanisandra,3,2,130.0,1,0,0,3,1,1702.0
666,Shanthala Nagar,2,2,200.0,1,0,0,2,1,1630.0
667,Raja Rajeshwari Nagar,2,2,38.55,1,0,0,2,1,1141.0
668,Shantiniketan Layout,3,2,108.0,1,0,0,3,1,2072.0
669,JP Nagar,5,0,375.0,1,0,0,5,1,5520.0
670,Herohalli,2,0,70.0,1,0,0,3,0,1200.0
671,Teachers Colony,3,0,77.0,1,0,0,3,1,1350.0
672,Bettahalsoor,4,0,445.0,1,0,0,4,0,4046.0
673,Srinivasa Nagar,2,2,78.34,1,0,0,3,1,1180.0
674,Yelahanka,3,3,130.0,1,0,0,3,1,35000.0
675,Langford Town,2,2,115.0,1,0,0,2,1,1355.0
676,Sulthangunta,1,0,50.0,0,1,0,1,0,600.0
677,Hormavu,7,0,150.0,0,1,0,7,0,1200.0
678,Bannerghatta Road,2,1,120.0,1,0,0,3,1,1640.0
679,Byrathi Village,5,0,100.0,0,1,0,5,0,1200.0
680,Kodichikkanahalli,2,2,57.0,1,0,0,3,1,1190.0
681,OMBR Layout,4,2,375.0,0,1,0,4,0,2400.0
682,Marathahalli,2,2,49.85,1,0,0,2,1,1019.0
683,Ambedkar Colony,3,2,165.0,1,0,0,3,1,1875.0
684,Akshaya Nagar,3,2,40.0,1,0,0,3,1,1250.0
685,Brookefield,3,2,140.0,0,1,0,3,0,1200.0
686,Whitefield,2,1,56.0,1,0,0,2,1,1140.0
687,Lingadheeranahalli,3,1,109.0,1,0,0,3,1,1683.0
688,Kaggadasapura,3,0,83.3,1,0,0,3,1,1515.0
689,Hoodi,4,2,111.0,1,0,0,4,1,2118.0
690,Bannerghatta Road,3,0,58.0,1,0,0,4,0,1380.0
691,Varthur Road,2,2,61.75,1,0,0,2,1,1083.0
692,Anjappa Layout,2,1,55.0,0,1,0,2,0,600.0
693,Avalahalli,3,3,120.0,1,0,0,3,1,2300.0
694,Prakruthi Nagar,2,2,60.0,1,0,0,2,1,1240.0
695,Surabhi Layout,3,1,120.0,1,0,0,3,1,1750.0
696,Sadaramangala,2,0,43.48,1,0,0,2,1,1230.0
697,Anjanapura,3,1,139.0,0,1,0,3,0,1500.0
698,Abbigere,2,1,40.39,1,0,0,2,1,985.0
699,Tindlu,2,1,87.0,0,1,0,3,0,1500.0
700,Electronic City,2,1,32.49,1,0,0,2,1,1125.0
701,Maruthi Sevanagar,2,1,44.0,1,0,0,2,1,950.0
702,JP Nagar,5,0,548.5,1,0,0,5,1,5600.0
703,Kothanur,3,3,76.0,1,0,0,3,1,1580.0
704,B Narayanapura,2,1,98.5,0,1,0,3,0,1092.0
705,Electronic City Phase II,2,1,28.34,1,0,0,2,1,1090.0
706,Hennur Road,3,1,159.0,1,0,0,3,0,2264.0
707,Dommasandra,2,2,25.53,1,0,0,3,1,1033.0
708,Kammasandra,2,2,24.5,1,0,0,2,1,810.0
709,Green Garden Layout,2,0,45.0,1,0,0,2,1,1045.0
710,Hebbal,2,1,82.0,1,0,0,2,1,1337.0
711,Chandapura,2,2,32.0,1,0,0,2,1,1200.0
712,Koramangala,3,2,160.0,1,0,0,3,1,1580.0
713,Begur Road,2,3,54.0,1,0,0,3,1,1500.0
714,Whitefield,4,2,91.0,1,0,0,3,1,1640.0
715,Silver Springs Layout,3,2,62.0,1,0,0,3,1,1570.0
716,Gubbalala,2,2,82.0,1,0,0,3,1,1470.0
717,Kengeri,2,2,40.61,1,0,0,2,1,1160.0
718,7th Phase JP Nagar,2,1,71.0,1,0,0,2,1,1050.0
719,Dairy Circle,3,1,225.0,1,0,0,3,1,1855.0
720,Bannerghatta Road,2,1,90.0,1,0,0,3,1,1460.0
721,Hulimavu,3,2,100.0,1,0,0,3,1,1823.0
722,Electronic City,2,2,42.0,1,0,0,2,1,1094.0
723,Budigere,2,2,57.0,1,0,0,2,1,1153.0
724,Hoysalanagar,3,1,57.0,1,0,0,3,1,1325.0
725,Parappana Agrahara,3,2,85.0,0,1,0,4,0,1200.0
726,Jakkur,2,2,125.0,1,0,0,3,1,1590.0
727,Jeevan bima nagar,4,2,160.0,0,1,0,5,0,1210.0
728,Raja Rajeshwari Nagar,4,0,220.0,0,1,0,4,0,1200.0
729,Narayana Nagar 1st Block,2,1,48.0,1,0,0,2,1,1202.0
730,Haralur Road,2,1,53.0,1,0,0,2,1,1202.0
731,KSRTC Layout,2,3,62.5,1,0,0,2,1,1200.0
732,Panathur,3,1,118.0,1,0,0,3,1,1688.0
733,Kaval Byrasandra,2,1,52.0,1,0,0,2,1,1020.0
734,Sarjapur,2,2,47.0,1,0,0,2,1,1185.0
735,Ramagondanahalli,2,1,52.04,1,0,0,2,1,1235.0
736,Hosakerehalli,5,1,500.0,1,0,0,4,1,3205.0
737,Banashankari,2,2,37.64,1,0,0,2,1,1077.0
738,Kengeri Satellite Town,2,3,66.0,1,0,0,3,1,1415.0
739,EPIP Zone,3,2,162.0,1,0,0,3,1,2330.0
740,Whitefield,2,2,35.0,1,0,0,2,1,805.0
741,P&T Colony,1,0,20.03,1,0,0,1,1,425.0
742,Whitefield,2,3,59.95,1,0,0,2,1,1155.0
743,Cunningham Road,4,3,1250.0,1,0,0,4,1,5270.0
744,Anekal,2,1,22.0,1,0,0,2,1,656.0
745,New Gurappana Palya,2,0,48.0,1,0,0,2,1,1100.0
746,Mahadevpura,2,3,52.0,1,0,0,2,1,1150.0
747,Chelekare,1,1,60.0,0,1,0,1,0,600.0
748,Ambedkar Colony,2,1,140.0,1,0,0,2,1,1468.0
749,Palanahalli,5,2,550.0,0,1,0,4,0,4300.0
750,Whitefield,4,2,126.0,1,0,0,3,1,2280.0
751,Hegde Nagar,2,1,97.0,1,0,0,2,1,1341.0
752,Jakkur,2,1,77.0,1,0,0,2,1,1279.0
753,Electronic City Phase II,4,0,98.88,1,0,0,4,1,2225.0
754,Thanisandra,2,2,43.51,1,0,0,2,1,1185.0
755,Vadarpalya,3,2,85.0,1,0,0,3,1,1750.0
756,Kudlu,2,1,53.5,1,0,0,2,1,1152.0
757,Shivanagar,4,1,160.0,0,1,0,5,0,1000.0
758,Hulimavu,2,3,36.0,1,0,0,2,1,1300.0
759,Varthur Road,4,2,155.0,0,1,0,4,0,2760.0
760,5th Phase JP Nagar,2,2,39.0,1,0,0,2,1,1070.0
761,Uttarahalli,2,0,45.0,1,0,0,2,1,1101.0
762,V.V Puram,2,1,55.0,1,0,0,2,1,775.0
763,Yeshwanthpur,1,1,36.85,1,0,0,1,1,667.0
764,Electronic City,2,1,55.0,1,0,0,2,1,1070.0
765,Old Airport Road,2,2,110.0,1,0,0,3,1,1875.0
766,Kundalahalli,2,1,57.99,1,0,0,2,1,735.0
767,Sarjapur,4,1,90.0,0,1,0,5,0,4360.0
768,Koramangala,3,2,130.0,1,0,0,3,1,1750.0
769,Marathahalli,2,1,67.0,1,0,0,2,1,1215.0
770,Sector 3 HSR Layout,9,3,190.0,0,1,0,9,0,600.0
771,Vishwapriya Layout,2,1,30.0,1,0,0,2,1,820.0
772,Banashankari Stage VI,2,0,59.935,1,0,0,2,1,1177.5
773,Battarahalli,3,2,89.61,1,0,0,3,1,1779.0
774,HMT Layout,2,2,58.0,1,0,0,2,1,1105.0
775,Basavanagara,2,1,93.0,1,0,0,1,1,10760.0
776,Whitefield,3,2,60.0,1,0,0,3,1,1650.0
777,Jalahalli,2,2,150.0,1,0,0,2,1,1694.0
778,Hosakerehalli,3,1,203.0,1,0,0,3,1,2376.0
779,Cox Town,3,3,150.0,1,0,0,3,1,1975.0
780,Kammasandra,2,1,33.0,1,0,0,2,1,674.0
781,Kaggadasapura,2,1,41.0,1,0,0,2,1,1185.0
782, Thanisandra,1,0,28.0,1,0,0,1,0,445.0
783,Mylasandra,7,0,76.0,1,0,0,6,0,900.0
784,HSR Layout,3,2,75.0,1,0,0,3,1,1475.0
785,Gottigere,3,3,82.5,1,0,0,3,1,1618.0
786,Koramangala,2,0,65.0,1,0,0,2,1,1120.0
787,Marathahalli,3,2,152.0,1,0,0,4,1,2181.0
788,Vidyaranyapura,4,0,90.0,0,1,0,4,0,1200.0
789,Nagondanahalli,4,3,65.0,0,1,0,6,0,600.0
790,Bannerghatta Road,2,1,59.13,1,0,0,3,1,1556.0
791,Bannerghatta Road,2,1,66.02,1,0,0,2,1,1179.0
792,Thanisandra,2,2,83.0,1,0,0,2,1,1296.0
793,Kaggadasapura,2,2,52.0,1,0,0,2,1,1275.0
794,Kalasipalya,2,2,300.0,1,0,0,7,0,1875.0
795,Kathriguppe,2,2,77.0,1,0,0,3,1,1400.0
796,Gottigere,2,1,63.0,1,0,0,2,1,1222.0
797,Electronic City,2,1,41.0,1,0,0,2,1,940.0
798,Thanisandra,2,2,42.6,1,0,0,2,1,1185.0
799,Tumkur Road,3,2,112.0,1,0,0,3,1,1779.0
800,Begur Road,3,2,59.76,1,0,0,3,1,1615.0
801,JP Nagar,4,0,453.0,1,0,0,4,1,4624.5
802,Haralur Road,2,1,61.0,1,0,0,2,1,1056.0
803,7th Phase JP Nagar,2,0,46.0,1,0,0,2,1,1100.0
804,Arekere,2,1,40.0,1,0,0,2,1,920.0
805,ITI Layout,2,0,75.0,1,0,0,3,1,1602.0
806,Padmanabhanagar,2,0,62.0,1,0,0,2,1,1176.0
807,HBR Layout,3,1,59.0,0,1,0,4,0,675.0
808,Richmond Town,3,0,135.0,1,0,0,3,1,1352.0
809,Kasavanhalli,3,3,99.0,1,0,0,3,1,1717.0
810,4 Bedroom Farm House in Bagalur,4,1,80.0,0,1,0,4,0,10961.0
811,Bhoganhalli,4,3,111.0,1,0,0,4,1,2119.0
812,Vittasandra,2,1,67.3,1,0,0,2,1,1246.0
813,Anandapura,2,1,42.79,1,0,0,2,1,1141.0
814,Hennur Road,2,1,84.0,1,0,0,2,1,1157.0
815,Chandapura,2,2,27.68,1,0,0,2,1,1025.0
816,Yelahanka New Town,1,2,33.0,1,0,0,1,1,650.0
817,Hebbal,2,1,98.0,1,0,0,2,1,1349.0
818,Narayanapura,3,1,83.3,1,0,0,3,1,1566.0
819,Sahakara Nagar,3,3,195.0,1,0,0,4,1,2830.0
820,Electronic City,2,1,38.13,1,0,0,3,1,1320.0
821,manyata park,3,1,84.83,1,0,0,3,1,1780.0
822,Varthur,2,1,34.9,1,0,0,2,1,1091.0
823,Rachenahalli,4,3,300.0,1,0,0,4,1,3670.0
824,7th Phase JP Nagar,2,1,50.49,1,0,0,2,1,918.0
825,Yeshwanthpur,4,0,130.0,1,0,0,4,1,1950.0
826,Panathur,3,1,90.0,1,0,0,3,1,1695.0
827,Yelahanka,3,2,95.0,1,0,0,3,1,1705.0
828,Kalyan nagar,3,2,75.0,1,0,0,3,1,1375.0
829,Kanakpura Road,1,1,30.0,1,0,0,1,1,525.0
830,Whitefield,2,1,83.0,1,0,0,2,1,1447.0
831,Thanisandra,2,1,39.0,1,0,0,2,1,1114.0
832,7th Phase JP Nagar,2,1,100.0,1,0,0,3,1,1450.0
833,Belathur,1,0,15.0,1,0,0,2,1,460.0
834,Vasanthapura,2,2,40.0,1,0,0,2,1,1022.0
835,Hebbal,2,2,45.0,1,0,0,2,1,1000.0
836,Electronic City,2,1,68.75,1,0,0,2,1,1128.0
837,Kanakpura Road,2,2,57.0,1,0,0,2,1,1180.0
838,TC Palaya,6,1,69.0,1,0,0,6,0,1000.0
